0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0264592226854083,1.0896676778124461,1.0834289798179109,1.109888574543106,1.0124863507604691,1.0435900847961488,1.073568370181054,1.0193631170806958,1.0030858025537115,1.0344752770493422,1.0982513200255155,1.0338482746380264,1.1074059148455153,1.0167233028613003,1.0526080926979917,1.0142098576501868,1.0866445149833805,1.0668289137441123,1.033082747861074,1.142406058784336,1.0954625456924703,1.065141859606497,1.0722135688021943,1.0537075333189119,1.040204298527021,1.0093373544531525,1.0224744507328987,1.011992260662415,1.1423675881049848,1.1218192933819293,1.069112812108423,1.0069779905871576,1.1304277728288392,1.0880909207258325,1.111534431858102,1.0411505281355122,1.003879937802691,1.0743822117220987,1.1399657396401714,1.040729875424572,1.0805868798970328,1.1595180434667995,1.0185736858173347,1.0016489960669375,1.0572085443140165,1.0102046649234093,1.078478405630111,1.136630771551303,1.019260138973894,1.0018198663255373,1.0002860087822687,1.0440646243157568,1.0875231144153585,1.0657518140005353,1.1080027583867538,1.0182137852236857,1.0159190076633822,1.0030520235029308,1.015252096817885,1.0591505773268328,1.124656228464834,1.0437483128533278,1.0690768095891185,1.149351928030497,1.033361103656867,1.1391982151853242,1.0261308912168823,1.0960529522780775,1.0229222401736071,1.077770427001969,1.0421678075922278,1.0290029691067224,1.0090128870540338,1.1210828631667245,1.0488218716553854,1.0113108991256905,1.0200670793195536,1.1091973508000164,1.0928280499525012,1.019568906064294,1.1500101053920153,1.1303135747477318,1.090420191696096,1.0117537319221812,1.0692028237111575,1.061972143325631,1.0267183819350985,1.118386752707468,1.0418870233124198,1.0538317358350509,1.0000334006749918,1.0456304771070146,1.0046915642475653,1.0848529111824265,1.1054124934109404,1.0537430182583187,1.0113790146304216,1.0515806222840398,1.150339335398973,1.1396970472772396
1.0399502213574303,1.137473017106065,1.1277184142226002,1.1692814795846342,1.0187878713129943,1.0660925691045982,1.1123579453924692,1.0291848238189274,1.0046322726270858,1.0521560912386168,1.1509397798604517,1.0511996581252898,1.1653604050165143,1.025189539430754,1.079941068148108,1.0213903279273429,1.132742611693094,1.101899957826771,1.0500323117930863,1.2210424047316393,1.1465587158888586,1.0992872195151764,1.1102529818884994,1.0816334944256059,1.0609085906312667,1.0140386761063005,1.0339003852400896,1.0180422138645997,1.2209807270974087,1.1881857983405142,1.1054403200523317,1.0104852241456888,1.2018886342979254,1.1350050128073312,1.1718833406122262,1.0623565149189422,1.005825548091952,1.1136230558097302,1.2171320508374726,1.0617127492078193,1.1232839030113801,1.2485796912974139,1.0279894992886103,1.0024745236000299,1.0870286648751808,1.0153459817286303,1.1199978278561666,1.2117948820448827,1.029028872284751,1.0027310408940966,1.0004290436624454,1.0668198092525647,1.1341166969787844,1.1002316163305896,1.1663026496749826,1.0274447057990252,1.0239732912189632,1.0045815263617575,1.0229651594654436,1.0900252563897972,1.192695797653243,1.0663350380246803,1.1053844817428187,1.2321952859097658,1.0504567244566994,1.2159030384368992,1.039451291049581,1.1474857585625382,1.0345796496262856,1.1188951571285048,1.0639138940442125,1.0438183850064109,1.0135497501946173,1.1870159945549466,1.0741195056689483,1.017014234604432,1.0302511253811257,1.1681893310171607,1.1424251369806484,1.0294964975182124,1.2332538639440793,1.2017065130966695,1.138651512189774,1.0176823029839097,1.105579928166826,1.0943838796695124,1.0403440948281373,1.1827365588742393,1.0634839586319527,1.0818247413646243,1.0000501012460281,1.0692206794124743,1.0070455941607763,1.1299423547453367,1.1622152055170918,1.0816881329580252,1.0171169858025464,1.0783602281144633,1.233783493946266,1.21670175525408
1.0490425857353936,1.1705028067084997,1.1582460325760715,1.2106321349816445,1.023010658714598,1.0813631459163409,1.1389931971746758,1.0357851463169059,1.005664576944397,1.0641108686061862,1.1874623410302043,1.0629287323487757,1.2056720810189199,1.0308728266041176,1.0985562308921974,1.0262055285286298,1.1645560666672046,1.1259188556934174,1.0614862341282134,1.2764512873852343,1.1819401285699689,1.1226567612859464,1.1363594148705978,1.1006607736593124,1.0749398931543392,1.0171850499018842,1.041588521776195,1.022095596052257,1.2763724832614536,1.2345973072985004,1.130341863174132,1.0128301635203363,1.2520216376551614,1.167399514491915,1.2139254609529235,1.0767332556093132,1.007124715971586,1.1405766683265133,1.2714568675425078,1.0759358365512004,1.1526817897845048,1.3117229094462377,1.0343150148316946,1.0030252568717508,1.107374583325226,1.0187880547252723,1.1485617035612223,1.264645831879347,1.0355933197210037,1.0033389508988653,1.0005244115449317,1.082264794886406,1.1662829044507594,1.123835674815124,1.2068636571972853,1.0336450981235044,1.0293782573394352,1.0056024903480756,1.0281397279726967,1.1111067771526635,1.240327253739281,1.0816637492557213,1.1302720793907783,1.2907155801579508,1.062010642618293,1.2698878722803295,1.0484274832604352,1.1831082502538255,1.042424968297987,1.147179774820034,1.0786627924439507,1.0538136458496299,1.0165856540586107,1.2331118620695156,1.0913226829603855,1.0208343160288158,1.0370969127251592,1.2092502249282646,1.1767341614691273,1.036168536963884,1.2920709739989193,1.2517897642308304,1.1719851858177832,1.0216539708790962,1.130516341482783,1.1165394237347064,1.0495282163697146,1.2276805042279313,1.0781300554647675,1.1008986364784188,1.000061235048061,1.0852424188424594,1.008618010918865,1.161038374441308,1.2016961674595408,1.1007287292200802,1.020960373959788,1.0965911082169042,1.2927492045684585,1.2709074988127484
1.0559139898253875,1.195903058399287,1.1816828517377718,1.242601983902082,1.0261892317837098,1.0929594519994446,1.1593873482382666,1.0407631516758222,1.0064395011972054,1.073166007387539,1.215612840233115,1.0718113423081197,1.2368183328082292,1.0351559583093655,1.1127278751749061,1.0298318203577006,1.1890011512317822,1.1442759934714917,1.0701585942497824,1.3196518472857373,1.2091908748192903,1.1405093745155128,1.1563413050657954,1.1151505685482221,1.0855850195220647,1.0195512353703058,1.0473921183652137,1.0251462201881243,1.3195592667757972,1.2705918098025764,1.1493854518236954,1.014592438430398,1.2909889919960105,1.19230071637931,1.2464439399128149,1.087643346833975,1.0081001929553852,1.1612191401876106,1.3137858549218737,1.0867280533200319,1.175234020344798,1.3611672187228574,1.0390846814707593,1.0034385072666985,1.1228835441759164,1.021377264924195,1.1704616666791856,1.3057912954935031,1.0405441220342555,1.0037951252147024,1.0005959433877336,1.0939950994032341,1.1910048601466463,1.141870450047945,1.2382074698923677,1.0383199355283075,1.0334506962923478,1.006368894178819,1.0320378244609256,1.127185058554721,1.2772950663419311,1.0933047163889553,1.1493048163958994,1.3364225945327066,1.070759401888537,1.3119437033759525,1.055210459435677,1.2105489820218251,1.0483479741580812,1.168861481663545,1.089858490078041,1.0613728521039345,1.0188685486895188,1.2688547328585613,1.104405640758265,1.023708790574128,1.0422610886730141,1.2409902883174917,1.2031404269885668,1.041200927958059,1.3380174714666913,1.290717302077196,1.1976242832844557,1.0246428903807219,1.1495870651451614,1.133449938559355,1.0564694753923685,1.2625057440216463,1.089246844612161,1.115424429623823,1.0000695854458788,1.09741607860385,1.0097989345360106,1.1849207064154847,1.2321845764969421,1.1152288077079904,1.0238524427904103,1.1104662497826032,1.3388156235347028,1.3131408078365854
1.0614435053186444,1.2166195481545803,1.2007733007005004,1.2687846582961773,1.0287391995881074,1.1023259695770018,1.1759652762240762,1.0447627759965479,1.0070598704855935,1.080465566916782,1.2386129760844837,1.0789708458810439,1.2623136592888278,1.038595273089715,1.1241967065391576,1.032742077843983,1.208926154662104,1.1591769646726817,1.0771474690002454,1.3552626495024855,1.2314431512550361,1.154995653263735,1.1725795043569134,1.1268796264076195,1.094176972060616,1.0214481462242848,1.0520582695486007,1.0275932738608373,1.3551584434943034,1.3001415342536857,1.1648510689696694,1.0160044657963248,1.3230342979332586,1.2126035689365284,1.2730848044688259,1.0964509603334458,1.0088812547496917,1.1780017819292536,1.3486614425357006,1.0954397160116622,1.1935930817792348,1.4020612403470258,1.0429162463056383,1.0037692313397957,1.1354469553964153,1.0234533701303905,1.1882819097180632,1.3396694415500152,1.044521799413317,1.004160213970833,1.0006531725223888,1.1034708184389435,1.211159201300746,1.1565064260021425,1.2638676214229883,1.0420750236292722,1.0367202446081505,1.0069824377539067,1.035166940017949,1.1402150386225895,1.307661065445698,1.1027076280146146,1.1647615036886751,1.374150863786245,1.0778102723930982,1.34658898793503,1.0606684229389476,1.2329591104727318,1.0531106006981006,1.1865015222370452,1.0988986564701102,1.0674592395129667,1.0206985553620025,1.2981935489379068,1.1149848424349331,1.0260141967545573,1.046410937909166,1.2669811327397655,1.2246914517817857,1.0452444325714154,1.3759482988307845,1.3227291374777577,1.2185388221251732,1.0270403206224872,1.1650750123047933,1.1471625697870402,1.0620555214013565,1.2910758734759027,1.0982227509604483,1.127182938691798,1.0000762657926103,1.1072532545076468,1.010744668892679,1.2043797934160079,1.2571313074675141,1.126966278730921,1.0261719952098216,1.12169266131238,1.3768478978252536,1.3479357208605411
1.0660735479807035,1.2341571634036375,1.2169173902444388,1.2910244939574704,1.0308690124225308,1.1101926889794185,1.1899611494192797,1.048107535057875,1.0075771369753839,1.0865864465787625,1.258111834987037,1.0849736176852598,1.283960770569597,1.041470096190538,1.1338443127386217,1.0351735738313779,1.225785149255825,1.1717425612611103,1.0830063842039752,1.3856712907681399,1.2502992094170136,1.1672080079696279,1.1862853904055095,1.1367480236990932,1.1013888554633564,1.0230316009868232,1.055962604494584,1.029636946666687,1.3855569700199488,1.3252905966912607,1.1778979289558795,1.017182656289257,1.3503455138122669,1.229786458095276,1.2957199763779184,1.103845096675836,1.0095326018150732,1.1921724520124297,1.3784306076693669,1.1027527583757986,1.2091111924315703,1.437076547603319,1.0461200075388317,1.004044918799453,1.146023775044527,1.0251866810348726,1.2033391904273436,1.3685716915877222,1.0478481433394449,1.004464556017621,1.0007008659534466,1.1114299167492392,1.2282147695298966,1.1688462744271317,1.285656830433741,1.04521463544904,1.039452768418234,1.007494009777089,1.0377817824061202,1.1511883411881911,1.3335168014480234,1.1106051333753442,1.177800749939884,1.4064034397175273,1.0837214517918479,1.376157921908753,1.0652382847988833,1.251950803730384,1.0570959798707469,1.2014047466352584,1.1064893834225988,1.0725578818617736,1.022226071764878,1.3231601083070443,1.1238782146429476,1.027939334023532,1.0498817645148768,1.2890555062221005,1.24294523015914,1.0486260124844429,1.408377435410904,1.3500113224897292,1.2362463364327763,1.0290424635735025,1.1781409115766428,1.1587164046673382,1.0667331153886643,1.3153775775991567,1.1057591486980243,1.1370763288630557,1.0000818327674577,1.1155182272587127,1.0115334574388881,1.2208395877196703,1.2783056358576401,1.136841815500792,1.0281089692594845,1.131134653220884,1.4093654720103668,1.3776347410349759
1.070058227284173,1.249390479912375,1.230927827681729,1.3103972253555383,1.0326980754662296,1.1169802595212979,1.2020901160103616,1.0509829928516798,1.0080207197029334,1.0918605059028814,1.2750692759270896,1.0901454240913606,1.3028106589325803,1.0439405629411633,1.1421795595613493,1.0372622691476256,1.2404227173872902,1.1826214307400345,1.0880536695365874,1.4122783129595797,1.2666911812879258,1.1777784638547377,1.1981607308729079,1.1452754048212288,1.107608291603659,1.0243908015268717,1.0593207077466673,1.031391900865329,1.412155003444606,1.3472337688678555,1.1891971980970242,1.0181936212201572,1.3742034130962528,1.244708313322267,1.315441598569293,1.1102226026380613,1.0100912339766788,1.204454339289377,1.4044694852603705,1.1090599256831968,1.2225729105326335,1.467784859326652,1.0488739206603799,1.0042812831836216,1.1551680030509721,1.0266747123298032,1.2163971992788538,1.393840830472096,1.0507077251083403,1.0047254940330008,1.0007417478356382,1.118297676831761,1.2430248614939716,1.179528029161232,1.3046320363543538,1.0479132589292954,1.0418006633322923,1.0079327069189874,1.0400283323739794,1.1606780443084799,1.3560853793827643,1.1174194265382174,1.189093366346328,1.4346503440041796,1.088813973505311,1.4020189643734657,1.0691709769669175,1.2684620623458434,1.0605240212061402,1.2143278413970964,1.1130374399077332,1.0769475255788823,1.0235371910623803,1.344941829343637,1.1315575426642548,1.029592326419476,1.0528659201730335,1.3082822534148644,1.2588077174693524,1.0515332156486517,1.4367814871230682,1.373843489220238,1.251628871480713,1.0307616923024265,1.1894568171418685,1.168712265503269,1.0707588753186297,1.3365713595666742,1.1122600676505603,1.1456254624943907,1.0000866044740229,1.1226515747798496,1.0122100518458026,1.235126908325806,1.29673869556241,1.1453754103831792,1.0297721424780497,1.1392910227721675,1.4378482455519788,1.4036113161248516
1.0735570371684164,1.2628737930715117,1.2433192159837927,1.327586682888265,1.034301167605462,1.122953416660347,1.2128043319153643,1.0535054889130042,1.00840901477376,1.0964963028733257,1.2900944229621811,1.094690973644751,1.3195311830236163,1.0461070280463582,1.149523149826825,1.0390933343852735,1.2533739030951692,1.1922232637877759,1.0924893363065176,1.435978218062524,1.2812103507545662,1.1871061100978906,1.2086491306498242,1.1527893212041251,1.113079101278179,1.0255815832812938,1.06226780722515,1.0329299393364997,1.4358467950936813,1.366731874691138,1.1991729375986928,1.019079039730024,1.3954246008308664,1.2579133853328333,1.3329440995540203,1.1158331385430666,1.0105802906814703,1.2153047397941206,1.4276566829543145,1.1146082817247964,1.2344748029305281,1.4951924394598632,1.0512895409997163,1.0044881481080525,1.1632290348483252,1.0279785113393658,1.227939141829652,1.416333764194015,1.053216259983019,1.00495387039327,1.000777520844339,1.1243417698197629,1.2561301128296987,1.1889546110087885,1.3214649358798622,1.0502802694067939,1.0438594213912242,1.0083167236060653,1.0419980526080552,1.1690456834527683,1.3761459859638177,1.1234162216997965,1.1990631874188973,1.4598313816212518,1.0932895564797536,1.4250457264111966,1.07262399079432,1.2830879450146315,1.063532675340377,1.2257495293785932,1.1187987690373569,1.0808031986031923,1.024685800005407,1.3642947725350631,1.1383199858780255,1.0310408750986524,1.0554840135010919,1.3253407560571377,1.2728533677326312,1.0540836293032667,1.462104556374317,1.3950415015794424,1.2652455195385672,1.0322683734742795,1.1994473569989388,1.1775293546992194,1.074293876217287,1.355395852662714,1.1179797162952068,1.153158665033583,1.0000907797276837,1.128930662662146,1.0128024431907552,1.2477654055510987,1.31308553399976,1.1528948359397928,1.031229625952201,1.1464760773761182,1.4632424707833553,1.426742304458305
1.0766766933408636,1.2749810687999512,1.2544384648096902,1.3430554067152223,1.0357282274302682,1.128289699888461,1.2224082221779329,1.0557527898140182,1.008754291507232,1.1006335323224326,1.3035986817676786,1.0987473712248779,1.3345739391236848,1.0480365489409917,1.1560904137006973,1.0407236613277273,1.2649995446140927,1.2008236533627636,1.0964473296025568,1.4573784787378443,1.294255932997197,1.1954593491396572,1.2180492051760443,1.1595097332973907,1.117964724170503,1.0266412179577393,1.0648943336239287,1.0342990099914886,1.4572396445546996,1.3843002982178803,1.2081104920627441,1.0198667247621729,1.4145628358461682,1.2697687893033245,1.3486972848128809,1.1208440796107262,1.0110152065263773,1.225031571710764,1.448588701785728,1.1195634516750446,1.2451514983740168,1.5199840754873977,1.0534414291267387,1.004672064162725,1.1704416079568412,1.0291388337123146,1.2382905544662797,1.4366320231078622,1.055451096158668,1.0051569151746287,1.0008093201412949,1.1297417152958384,1.2678951737613586,1.197397020883506,1.3366097545557287,1.0523887668141205,1.0456928437634458,1.0086581945906803,1.0437520465672405,1.1765342142496447,1.394226629710796,1.1287737184771613,1.2079954038850598,1.4825853298283924,1.097283294444152,1.4458312612361874,1.075702697394796,1.2962302456404804,1.0662141993348906,1.2359922975254116,1.1239449813716418,1.0842420505528052,1.0257078678971212,1.3817310484104344,1.1443649667477256,1.0323301847293669,1.0578166724495142,1.3406905054461131,1.2854699033485661,1.0563558562464637,1.4849883924699792,1.4141586080413384,1.2774735190343907,1.0336094943986347,1.2083982604797365,1.1854225944845307,1.077445895460817,1.3723511957489494,1.123088535733925,1.1598964203171827,1.0000944910723837,1.1345415510317616,1.0133293043274265,1.2591081526065213,1.3277889737299813,1.1596202021466793,1.0325268984899234,1.1529008244778811,1.4861913840315992,1.4476229999066146
